Date,Order ID,Item Name,Category,Quantity,Price,Total Sales,Payment Method,Customer ID,Customer Age,Customer Gender,Visit Type,Order Time,Wait Time (mins),Day of the Week,Meal Period,Day Type
2024-12-31,ORD20608,,Beverages,,3,9,Credit Card,CUST2915,,Female,Delivery,20:36:00,,Tuesday,Dinner,Weekday
2024-12-10,ORD38210,Coffee,Beverages,3,4,12,Mobile Payment,CUST1331,28,Male,Dine-in,7:11:00,13,Tuesday,Breakfast,Weekday
2024-05-19,ORD57213,Soda,Beverages,2,3,6,Cash,CUST7778,21,Prefer not to answer,Delivery,21:10:00,17,Sunday,Dinner,Weekend
2024-05-12,ORD37049,Soda,Beverages,4,3,12,Mobile Payment,CUST3133,44,Female,Takeout,19:19:00,9,Sunday,Dinner,Weekend
2024-02-20,ORD97718,Coffee,Beverages,1,4,4,Credit Card,CUST5919,23,Female,Takeout,10:16:00,6,Tuesday,Breakfast,Weekday
2024-09-11,ORD36969,Pizza,Main Course,4,14,56,Cash,CUST4969,59,Male,Delivery,12:16:00,27,Wednesday,Lunch,Weekday
2024-06-06,ORD67177,Burger,Main Course,2,12,24,Mobile Payment,CUST5913,36,Female,Dine-in,11:32:00,16,Thursday,Lunch,Weekday
2024-09-14,ORD69571,Salad,Appetizer,2,9,18,Cash,CUST6452,33,Male,Delivery,11:34:00,19,Saturday,Lunch,Weekend
2024-05-30,ORD62119,Wine,Alcoholic Drinks,1,10,10,Credit Card,CUST9407,37,Female,Takeout,21:00:00,6,Thursday,Dinner,Weekday
2024-07-04,ORD60904,Beer,Alcoholic Drinks,5,6,30,Mobile Payment,CUST4276,55,Male,Delivery,18:04:00,16,Thursday,Dinner,Holiday
2024-03-16,ORD81006,Wine,Alcoholic Drinks,5,10,50,Mobile Payment,CUST6993,20,Male,Takeout,17:34:00,6,Saturday,Dinner,Weekend
2024-07-06,ORD37898,Pasta,Main Course,2,16,32,Credit Card,CUST1722,56,Male,Delivery,17:25:00,21,Saturday,Dinner,Weekend
2024-05-02,ORD89901,Wine,Alcoholic Drinks,2,10,20,Cash,CUST6047,35,Male,Dine-in,17:08:00,11,Thursday,Dinner,Weekday
2024-04-17,ORD47796,Wine,Alcoholic Drinks,2,10,20,Cash,CUST5405,50,Male,Dine-in,20:01:00,11,Wednesday,Dinner,Weekday
2024-10-14,ORD43682,Coffee,Beverages,4,4,16,Credit Card,CUST1349,49,Male,Delivery,7:31:00,19,Monday,Breakfast,Weekday
2024-03-01,ORD74767,Soda,Beverages,2,3,6,Cash,CUST4512,48,Female,Dine-in,20:24:00,12,Friday,Dinner,Weekday
2024-03-22,ORD43086,Wine,Alcoholic Drinks,2,10,20,Cash,CUST8776,25,Female,Dine-in,19:53:00,11,Friday,Dinner,Weekday
2024-10-10,ORD33178,Soda,Beverages,2,3,6,Credit Card,CUST2926,29,Male,Delivery,20:15:00,17,Thursday,Dinner,Weekday
2024-10-02,ORD76605,Beer,Alcoholic Drinks,4,6,24,Mobile Payment,CUST5562,27,Female,Dine-in,20:45:00,11,Wednesday,Dinner,Weekday
2024-09-07,ORD86152,Salad,Appetizer,4,9,36,Cash,CUST3477,60,Female,Takeout,15:04:00,13,Saturday,Lunch,Weekend
2024-10-23,ORD98278,Pasta,Main Course,3,16,48,Credit Card,CUST3901,51,Female,Delivery,18:17:00,24,Wednesday,Dinner,Weekday
2024-09-12,ORD32839,Burger,Main Course,4,12,48,Credit Card,CUST2946,36,Female,Delivery,12:12:00,27,Thursday,Lunch,Weekday
2024-10-02,ORD72962,Pizza,Main Course,2,14,28,Cash,CUST2434,40,Male,Delivery,13:13:00,21,Wednesday,Lunch,Weekday
2024-04-03,ORD40633,Burger,Main Course,3,12,36,Credit Card,CUST7721,41,Female,Delivery,15:34:00,24,Wednesday,Lunch,Weekday
2024-06-16,ORD20678,Beer,Alcoholic Drinks,1,6,6,Mobile Payment,CUST8693,38,Male,Dine-in,17:25:00,11,Sunday,Dinner,Weekend
2024-09-14,ORD61233,Beer,Alcoholic Drinks,3,6,18,Cash,CUST9294,53,Female,Delivery,20:05:00,16,Saturday,Dinner,Weekend
2024-04-22,ORD40992,Tea,Beverages,2,3,6,Credit Card,CUST8259,19,Male,Delivery,10:54:00,17,Monday,Breakfast,Weekday
2024-09-05,ORD55511,Soda,Beverages,2,3,6,Cash,CUST9456,39,Prefer not to answer,Dine-in,19:19:00,12,Thursday,Dinner,Weekday
2024-11-26,ORD30967,Burger,Main Course,5,12,60,Mobile Payment,CUST4447,48,Female,Delivery,12:07:00,30,Tuesday,Lunch,Weekday
2024-07-20,ORD55094,Pasta,Main Course,5,16,80,Mobile Payment,CUST7966,56,Female,Delivery,18:41:00,30,Saturday,Dinner,Weekend
2024-01-14,ORD82986,Pizza,Main Course,3,14,42,Mobile Payment,CUST2683,56,Female,Dine-in,16:14:00,19,Sunday,Lunch,Weekend
2024-06-11,ORD37634,Coffee,Beverages,4,4,16,Cash,CUST3346,47,Male,Delivery,7:54:00,19,Tuesday,Breakfast,Weekday
2024-05-11,ORD66591,Salad,Appetizer,17,9,45,Cash,CUST2578,59,unknown,Delivery,11:55:00,92,Saturday,Lunch,Weekend
2024-11-26,ORD15594,Burger,Main Course,5,12,60,Cash,CUST4615,44,Female,Delivery,16:41:00,30,Tuesday,Lunch,Weekday
2024-04-09,ORD87804,Coffee,Beverages,5,4,20,Cash,CUST9106,50,Male,Takeout,7:14:00,10,Tuesday,Breakfast,Weekday
2024-02-11,ORD77391,Pizza,Main Course,3,14,42,Mobile Payment,CUST6222,32,Male,Takeout,16:08:00,14,Sunday,Lunch,Weekend
2024-04-02,ORD35571,Salad,Appetizer,4,9,36,Credit Card,CUST3978,63,Female,Takeout,15:06:00,13,Tuesday,Lunch,Weekday
2024-11-15,ORD32375,Soda,Beverages,5,3,15,Cash,CUST2552,64,Male,Delivery,19:58:00,20,Friday,Dinner,Weekday
2024-10-05,ORD25283,Pizza,Main Course,2,14,28,Mobile Payment,CUST1226,27,Female,Takeout,11:21:00,11,Saturday,Lunch,Weekend
2024-11-30,ORD53584,,Alcoholic Drinks,,6,30,Mobile Payment,CUST5459,,Male,Delivery,20:03:00,,Saturday,Dinner,Weekend
2024-10-15,ORD38737,Wine,Alcoholic Drinks,4,10,40,Cash,CUST5996,42,Female,Takeout,21:27:00,6,Tuesday,Dinner,Weekday
2024-05-19,ORD12895,Pizza,Main Course,1,14,14,Mobile Payment,CUST3570,44,Male,Dine-in,13:17:00,13,Sunday,Lunch,Weekend
2024-03-02,ORD57517,Burger,Main Course,5,12,60,Cash,CUST9827,20,Female,Delivery,15:36:00,30,Saturday,Lunch,Weekend
2024-05-13,ORD30069,Pasta,Main Course,1,16,16,Mobile Payment,CUST7056,60,Female,Dine-in,18:08:00,13,Monday,Dinner,Weekday
2024-07-12,ORD13984,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST5929,48,Male,Delivery,19:01:00,16,Friday,Dinner,Weekday
2024-01-10,ORD56851,Salad,Appetizer,2,9,18,Cash,CUST7787,26,Female,Dine-in,12:57:00,14,Wednesday,Lunch,Weekday
2024-06-23,ORD80853,Salad,Appetizer,3,9,27,Mobile Payment,CUST8663,49,Male,Takeout,15:22:00,11,Sunday,Lunch,Weekend
2024-12-31,ORD61470,Wine,Alcoholic Drinks,3,10,30,Cash,CUST4781,57,Female,Takeout,20:14:00,6,Tuesday,Dinner,Weekday
2024-07-29,ORD51722,Burger,Main Course,2,12,24,Credit Card,CUST1588,21,Female,Dine-in,14:23:00,16,Monday,Lunch,Weekday
2024-09-18,ORD46291,Coffee,Beverages,5,4,20,Credit Card,CUST8507,36,Male,Delivery,8:10:00,20,Wednesday,Breakfast,Weekday
2024-12-05,ORD43196,Soda,Beverages,2,3,6,Credit Card,CUST1992,37,Female,Dine-in,18:43:00,12,Thursday,Dinner,Weekday
2024-04-29,ORD22159,Salad,Appetizer,2,9,18,Cash,CUST7561,64,Female,Delivery,16:22:00,19,Monday,Lunch,Weekday
2024-06-26,ORD14226,Burger,Main Course,3,12,36,Credit Card,CUST8449,43,Male,Dine-in,12:45:00,19,Wednesday,Lunch,Weekday
2024-09-28,ORD38280,Coffee,Beverages,5,4,20,Cash,CUST8858,61,Prefer not to answer,Delivery,10:11:00,20,Saturday,Breakfast,Weekend
2024-09-16,ORD35828,Tea,Beverages,1,3,3,Mobile Payment,CUST7334,61,Male,Takeout,8:14:00,6,Monday,Breakfast,Weekday
2024-08-02,ORD42356,Pasta,Main Course,5,16,80,Mobile Payment,CUST9565,56,Male,Dine-in,20:30:00,25,Friday,Dinner,Weekday
2024-09-25,ORD57999,Pizza,Main Course,2,14,28,Mobile Payment,CUST3659,31,Male,Dine-in,16:21:00,16,Wednesday,Lunch,Weekday
2024-07-02,ORD86628,Salad,Appetizer,5,9,45,Cash,CUST8766,37,Female,Delivery,11:29:00,25,Tuesday,Lunch,Weekday
2024-09-22,ORD14868,Soda,Beverages,2,3,6,Mobile Payment,CUST5307,58,Female,Delivery,20:35:00,17,Sunday,Dinner,Weekend
2024-10-03,ORD54977,Salad,Appetizer,4,9,36,Mobile Payment,CUST1190,29,Female,Delivery,12:30:00,23,Thursday,Lunch,Weekday
2024-05-04,ORD64896,Pizza,Main Course,1,14,14,Cash,CUST5912,31,Male,Dine-in,15:39:00,13,Saturday,Lunch,Weekend
2024-06-05,ORD65732,Burger,Main Course,3,12,36,Credit Card,CUST5004,65,Female,Takeout,12:23:00,14,Wednesday,Lunch,Weekday
2024-01-01,ORD76030,Pizza,Main Course,2,14,28,Credit Card,CUST8648,46,Male,Dine-in,14:39:00,16,Monday,Lunch,Holiday
2024-11-27,ORD13155,Pizza,Main Course,3,14,42,Credit Card,CUST7941,41,Female,Delivery,13:07:00,24,Wednesday,Lunch,Weekday
2024-03-28,ORD33839,Salad,Appetizer,3,9,27,Mobile Payment,CUST3019,56,Male,Dine-in,11:55:00,16,Thursday,Lunch,Weekday
2024-09-22,ORD60579,Soda,Beverages,3,3,9,Cash,CUST1271,45,Female,Delivery,19:37:00,18,Sunday,Dinner,Weekend
2024-08-16,ORD40265,Salad,Appetizer,4,9,36,Cash,CUST2975,26,Male,Dine-in,14:50:00,18,Friday,Lunch,Weekday
2024-12-03,ORD89479,Coffee,Beverages,1,4,4,Credit Card,CUST8051,45,Female,Delivery,8:56:00,16,Tuesday,Breakfast,Weekday
2024-04-26,ORD47065,Burger,Main Course,2,12,24,Cash,CUST2391,53,Female,Takeout,13:35:00,11,Friday,Lunch,Weekday
2024-05-02,ORD65244,Burger,Main Course,5,12,60,Mobile Payment,CUST8085,31,Female,Delivery,12:27:00,30,Thursday,Lunch,Weekday
2024-10-06,ORD11990,Pasta,Main Course,3,16,48,Cash,CUST9771,40,Female,Dine-in,20:40:00,19,Sunday,Dinner,Weekend
2024-06-27,ORD81919,Burger,Main Course,3,12,36,Cash,CUST3438,59,Male,Takeout,13:43:00,14,Thursday,Lunch,Weekday
2024-11-03,ORD94067,Salad,Appetizer,3,9,27,Credit Card,CUST3487,20,Female,Delivery,12:36:00,21,Sunday,Lunch,Weekend
2024-03-27,ORD19159,Coffee,Beverages,4,4,16,Cash,CUST3836,23,Male,Takeout,7:24:00,9,Wednesday,Breakfast,Weekday
2024-03-07,ORD32983,Beer,Alcoholic Drinks,5,6,30,Mobile Payment,CUST3440,26,Male,Dine-in,17:06:00,11,Thursday,Dinner,Weekday
2024-10-25,ORD84931,Burger,Main Course,4,12,48,Cash,CUST3596,23,Male,Delivery,13:12:00,27,Friday,Lunch,Weekday
2024-12-05,ORD38963,Soda,Beverages,2,3,6,Credit Card,CUST1900,61,Prefer not to answer,Dine-in,18:38:00,12,Thursday,Dinner,Weekday
2024-08-03,ORD73244,Burger,Main Course,4,12,48,Cash,CUST9617,57,Male,Dine-in,16:15:00,22,Saturday,Lunch,Weekend
2024-09-09,ORD63554,Wine,Alcoholic Drinks,5,10,50,Mobile Payment,CUST6410,19,Male,Dine-in,17:51:00,11,Monday,Dinner,Weekday
2024-09-18,ORD52357,Burger,Main Course,4,12,48,Credit Card,CUST9711,24,Female,Dine-in,12:20:00,22,Wednesday,Lunch,Weekday
2024-08-28,ORD94038,Beer,Alcoholic Drinks,5,6,30,Credit Card,CUST4804,60,Prefer not to answer,Delivery,19:00:00,16,Wednesday,Dinner,Weekday
2024-06-28,ORD42224,Burger,Main Course,3,12,36,Mobile Payment,CUST9019,48,Female,Dine-in,14:45:00,19,Friday,Lunch,Weekday
2024-03-12,ORD14316,Wine,Alcoholic Drinks,3,10,30,Mobile Payment,CUST4331,21,Male,Takeout,18:34:00,6,Tuesday,Dinner,Weekday
2024-02-27,ORD33044,Pizza,Main Course,2,14,28,Mobile Payment,CUST1023,58,Prefer not to answer,Dine-in,11:44:00,16,Tuesday,Lunch,Weekday
2024-09-04,ORD24940,Tea,Beverages,1,3,3,Mobile Payment,CUST7999,59,Female,Takeout,10:42:00,6,Wednesday,Breakfast,Weekday
2024-02-01,ORD60876,Coffee,Beverages,4,4,16,Mobile Payment,CUST8229,32,Female,Dine-in,9:10:00,14,Thursday,Breakfast,Weekday
2024-09-18,ORD44246,Beer,Alcoholic Drinks,5,6,30,Cash,CUST6579,47,Female,Delivery,17:56:00,16,Wednesday,Dinner,Weekday
2024-11-15,ORD42462,Soda,Beverages,2,3,6,Mobile Payment,CUST2108,50,Female,Dine-in,20:02:00,12,Friday,Dinner,Weekday
2024-01-31,ORD89900,Burger,Main Course,5,12,60,Mobile Payment,CUST7479,57,Female,Delivery,14:34:00,30,Wednesday,Lunch,Weekday
2024-12-10,ORD13127,Tea,Beverages,5,3,15,Cash,CUST7913,45,Male,Takeout,8:33:00,10,Tuesday,Breakfast,Weekday
2024-11-19,ORD10096,Salad,Appetizer,2,9,18,Cash,CUST4141,24,Male,Dine-in,16:37:00,14,Tuesday,Lunch,Weekday
2024-05-12,ORD71285,Pasta,Main Course,3,16,48,Cash,CUST1109,55,Male,Takeout,19:40:00,14,Sunday,Dinner,Weekend
2024-06-11,ORD72292,Beer,Alcoholic Drinks,5,6,30,Mobile Payment,CUST7528,34,Male,Takeout,19:29:00,6,Tuesday,Dinner,Weekday
2024-10-25,ORD90305,Pasta,Main Course,5,16,80,Credit Card,CUST9697,18,Male,Delivery,21:12:00,30,Friday,Dinner,Weekday
2024-07-29,ORD41288,Soda,Beverages,19,3,15,Mobile Payment,CUST6790,30,unknown,Takeout,19:39:00,94,Monday,Dinner,Weekday
2024-05-04,ORD17567,Coffee,Beverages,4,4,16,Credit Card,CUST5427,24,Female,Takeout,8:16:00,9,Saturday,Breakfast,Weekend
2024-10-26,ORD11222,Pizza,Main Course,2,14,28,Credit Card,CUST6766,27,Female,Delivery,11:35:00,21,Saturday,Lunch,Weekend
2024-08-09,ORD80700,Pizza,Main Course,3,14,42,Credit Card,CUST1416,52,Male,Takeout,14:39:00,14,Friday,Lunch,Weekday
2024-09-02,ORD63948,Salad,Appetizer,2,9,18,Cash,CUST7357,44,Female,Dine-in,15:30:00,14,Monday,Lunch,Weekday
2024-07-15,ORD56906,Pasta,Main Course,1,16,16,Mobile Payment,CUST9367,64,Female,Takeout,18:13:00,8,Monday,Dinner,Weekday
2024-04-20,ORD34050,Pizza,Main Course,1,14,14,Credit Card,CUST5691,49,Female,Takeout,15:14:00,8,Saturday,Lunch,Weekend
2024-12-30,ORD54247,Tea,Beverages,3,3,9,Credit Card,CUST8772,32,Female,Delivery,9:37:00,18,Monday,Breakfast,Weekday
2024-10-31,ORD68378,,Beverages,,3,6,Mobile Payment,CUST3461,,Male,Dine-in,21:32:00,,Thursday,Dinner,Weekday
2024-02-22,ORD84608,Soda,Beverages,2,3,6,Cash,CUST2303,42,Male,Takeout,21:40:00,7,Thursday,Dinner,Weekday
2024-03-30,ORD42604,Coffee,Beverages,3,4,12,Credit Card,CUST7715,62,Female,Dine-in,8:45:00,13,Saturday,Breakfast,Weekend
2024-07-11,ORD78511,Soda,Beverages,1,3,3,Cash,CUST1266,49,Male,Takeout,19:10:00,6,Thursday,Dinner,Weekday
2024-09-21,ORD16333,Tea,Beverages,5,3,15,Cash,CUST9837,63,Female,Dine-in,10:28:00,15,Saturday,Breakfast,Weekend
2024-10-15,ORD52989,Coffee,Beverages,2,4,8,Cash,CUST8289,45,Male,Dine-in,7:29:00,12,Tuesday,Breakfast,Weekday
2024-09-26,ORD77253,Pasta,Main Course,3,16,48,Mobile Payment,CUST9108,30,Male,Takeout,19:48:00,14,Thursday,Dinner,Weekday
2024-01-12,ORD13670,Coffee,Beverages,1,4,4,Cash,CUST8643,36,Male,Takeout,7:06:00,6,Friday,Breakfast,Weekday
2024-02-04,ORD68665,Pasta,Main Course,5,16,80,Cash,CUST4089,32,Female,Delivery,17:49:00,30,Sunday,Dinner,Weekend
2024-05-12,ORD71285,Pasta,Main Course,3,16,48,Cash,CUST1109,55,Male,Takeout,19:40:00,14,Sunday,Dinner,Weekend
2024-12-26,ORD93972,Burger,Main Course,1,12,12,Credit Card,CUST1698,50,Male,Delivery,14:08:00,18,Thursday,Lunch,Weekday
2024-09-06,ORD31348,Burger,Main Course,2,12,24,Credit Card,CUST9226,24,Male,Delivery,16:35:00,21,Friday,Lunch,Weekday
2024-02-27,ORD42074,Salad,Appetizer,4,9,36,Cash,CUST2693,62,Male,Takeout,13:48:00,13,Tuesday,Lunch,Weekday
2024-01-27,ORD69811,Burger,Main Course,5,12,60,Credit Card,CUST2669,59,Female,Takeout,14:54:00,20,Saturday,Lunch,Weekend
2024-11-24,ORD82089,Pasta,Main Course,3,16,48,Credit Card,CUST9038,35,Male,Takeout,18:28:00,14,Sunday,Dinner,Weekend
2024-05-08,ORD47040,Coffee,Beverages,1,4,4,Mobile Payment,CUST5329,62,Male,Takeout,10:01:00,6,Wednesday,Breakfast,Weekday
2024-03-24,ORD34216,Pizza,Main Course,4,14,56,Credit Card,CUST3165,58,Male,Delivery,16:48:00,27,Sunday,Lunch,Weekend
2024-06-06,ORD80882,,Beverages,,3,6,Credit Card,CUST9726,,Male,Dine-in,20:24:00,,Thursday,Dinner,Weekday
2024-02-22,ORD18601,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST5672,64,Female,Dine-in,20:03:00,11,Thursday,Dinner,Weekday
2024-08-25,ORD78844,Pasta,Main Course,2,16,32,Cash,CUST3450,31,Female,Delivery,20:51:00,21,Sunday,Dinner,Weekend
2024-10-12,ORD10781,Salad,Appetizer,2,9,18,Cash,CUST2312,63,Male,Takeout,16:39:00,9,Saturday,Lunch,Weekend
2024-09-02,ORD51373,Pasta,Main Course,1,16,16,Cash,CUST2936,22,Male,Takeout,17:43:00,8,Monday,Dinner,Weekday
2024-07-21,ORD72600,Pasta,Main Course,2,16,32,Credit Card,CUST4112,49,Male,Delivery,18:16:00,21,Sunday,Dinner,Weekend
2024-08-30,ORD19038,Pizza,Main Course,5,14,70,Mobile Payment,CUST7477,65,Female,Dine-in,13:11:00,25,Friday,Lunch,Weekday
2024-09-22,ORD77423,Tea,Beverages,1,3,3,Cash,CUST1704,20,Female,Takeout,7:36:00,6,Sunday,Breakfast,Weekend
2024-04-11,ORD67123,Burger,Main Course,2,12,24,Mobile Payment,CUST9325,38,Female,Delivery,11:45:00,21,Thursday,Lunch,Weekday
2024-08-20,ORD78274,Coffee,Beverages,1,4,4,Credit Card,CUST1928,37,Female,Dine-in,7:06:00,11,Tuesday,Breakfast,Weekday
2024-10-26,ORD35517,Tea,Beverages,3,3,9,Cash,CUST1406,29,Female,Takeout,7:34:00,8,Saturday,Breakfast,Weekend
2024-06-14,ORD87570,Pizza,Main Course,2,14,28,Cash,CUST2345,18,Male,Takeout,12:04:00,11,Friday,Lunch,Weekday
2024-05-14,ORD54429,Beer,Alcoholic Drinks,2,6,12,Mobile Payment,CUST3181,44,Male,Dine-in,17:46:00,11,Tuesday,Dinner,Weekday
2024-06-17,ORD52825,Tea,Beverages,3,3,9,Credit Card,CUST1784,36,Male,Delivery,8:49:00,18,Monday,Breakfast,Weekday
2024-04-28,ORD38934,Wine,Alcoholic Drinks,3,10,30,Credit Card,CUST1580,33,Female,Dine-in,17:43:00,11,Sunday,Dinner,Weekend
2024-06-25,ORD90840,Wine,Alcoholic Drinks,4,10,40,Credit Card,CUST3372,19,Female,Dine-in,19:22:00,11,Tuesday,Dinner,Weekday
2024-04-03,ORD71129,Beer,Alcoholic Drinks,3,6,18,Mobile Payment,CUST7469,31,Male,Takeout,17:33:00,6,Wednesday,Dinner,Weekday
2024-08-05,ORD81050,Burger,Main Course,4,12,48,Credit Card,CUST3301,55,Female,Takeout,16:02:00,17,Monday,Lunch,Weekday
2024-06-06,ORD99582,Tea,Beverages,5,3,15,Credit Card,CUST7420,30,Male,Takeout,8:36:00,10,Thursday,Breakfast,Weekday
2024-04-20,ORD71866,Pasta,Main Course,5,16,80,Mobile Payment,CUST8858,49,Male,Delivery,17:32:00,30,Saturday,Dinner,Weekend
2024-11-10,ORD78173,Wine,Alcoholic Drinks,17,10,30,Cash,CUST5886,61,unknown,Takeout,20:58:00,43,Sunday,Dinner,Weekend
2024-08-19,ORD42943,Pasta,Main Course,3,16,48,Cash,CUST6313,24,Male,Dine-in,21:46:00,19,Monday,Dinner,Weekday
2024-12-27,ORD10536,Salad,Appetizer,4,9,36,Mobile Payment,CUST4471,29,Female,Takeout,11:35:00,13,Friday,Lunch,Weekday
2024-08-20,ORD68922,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST8099,64,Male,Dine-in,17:13:00,11,Tuesday,Dinner,Weekday
2024-03-18,ORD89632,Coffee,Beverages,2,4,8,Cash,CUST4981,45,Female,Takeout,9:57:00,7,Monday,Breakfast,Weekday
2024-03-04,ORD76424,Pasta,Main Course,4,16,64,Credit Card,CUST8916,43,Male,Dine-in,21:39:00,22,Monday,Dinner,Weekday
2024-12-27,ORD24384,Wine,Alcoholic Drinks,1,10,10,Mobile Payment,CUST9826,49,Female,Takeout,17:30:00,6,Friday,Dinner,Weekday
2024-03-19,ORD86006,Soda,Beverages,2,3,6,Cash,CUST2488,36,Male,Takeout,21:26:00,7,Tuesday,Dinner,Weekday
2024-04-30,ORD20380,Pizza,Main Course,3,14,42,Cash,CUST2656,49,Male,Dine-in,16:43:00,19,Tuesday,Lunch,Weekday
2024-02-14,ORD21966,Wine,Alcoholic Drinks,4,10,40,Cash,CUST2614,50,Male,Takeout,20:32:00,6,Wednesday,Dinner,Weekday
2024-04-05,ORD60908,Tea,Beverages,1,3,3,Mobile Payment,CUST8600,54,Male,Dine-in,9:35:00,11,Friday,Breakfast,Weekday
2024-07-21,ORD12757,Salad,Appetizer,2,9,18,Cash,CUST1186,18,Female,Delivery,16:07:00,19,Sunday,Lunch,Weekend
2024-09-08,ORD82519,Burger,Main Course,5,12,60,Credit Card,CUST7452,35,Female,Delivery,11:53:00,30,Sunday,Lunch,Weekend
2024-09-07,ORD47364,Burger,Main Course,2,12,24,Mobile Payment,CUST4935,53,Female,Dine-in,13:35:00,16,Saturday,Lunch,Weekend
2024-07-25,ORD49126,Burger,Main Course,5,12,60,Cash,CUST2781,58,Female,Dine-in,16:39:00,25,Thursday,Lunch,Weekday
2024-05-27,ORD79740,Soda,Beverages,5,3,15,Cash,CUST1701,26,Male,Takeout,21:56:00,10,Monday,Dinner,Weekday
2024-08-03,ORD18888,Burger,Main Course,4,12,48,Cash,CUST5544,33,Female,Dine-in,14:02:00,22,Saturday,Lunch,Weekend
2024-10-03,ORD76025,Soda,Beverages,3,3,9,Credit Card,CUST6267,50,Female,Delivery,19:10:00,18,Thursday,Dinner,Weekday
2024-05-15,ORD78128,Tea,Beverages,5,3,15,Cash,CUST2133,35,Male,Dine-in,9:11:00,15,Wednesday,Breakfast,Weekday
2024-05-20,ORD14951,Burger,Main Course,3,12,36,Cash,CUST6347,60,Male,Dine-in,11:51:00,19,Monday,Lunch,Weekday
2024-05-20,ORD95998,Coffee,Beverages,4,4,16,Cash,CUST9148,45,Male,Takeout,9:25:00,9,Monday,Breakfast,Weekday
2024-02-16,ORD83885,Pasta,Main Course,2,16,32,Credit Card,CUST6127,40,Male,Takeout,19:24:00,11,Friday,Dinner,Weekday
2024-05-03,ORD56167,Wine,Alcoholic Drinks,2,10,20,Cash,CUST8127,30,Male,Dine-in,18:28:00,11,Friday,Dinner,Weekday
2024-12-27,ORD24384,Wine,Alcoholic Drinks,1,10,10,Mobile Payment,CUST9826,49,Male,Takeout,17:30:00,6,Friday,Dinner,Weekday
2024-08-02,ORD28746,Pizza,Main Course,5,14,70,Cash,CUST5726,30,Female,Delivery,11:43:00,30,Friday,Lunch,Weekday
2024-07-27,ORD88731,Salad,Appetizer,5,9,45,Mobile Payment,CUST1726,24,Female,Takeout,13:36:00,15,Saturday,Lunch,Weekend
2024-11-11,ORD28736,Soda,Beverages,4,3,12,Credit Card,CUST8536,62,Female,Delivery,20:22:00,19,Monday,Dinner,Weekday
2024-11-11,ORD34974,Beer,Alcoholic Drinks,1,6,6,Mobile Payment,CUST4166,37,Female,Delivery,19:50:00,16,Monday,Dinner,Weekday
2024-05-21,ORD25392,Pizza,Main Course,4,14,56,Cash,CUST6653,55,Male,Dine-in,16:56:00,22,Tuesday,Lunch,Weekday
2024-05-03,ORD93538,Burger,Main Course,2,12,24,Credit Card,CUST7286,56,Male,Dine-in,12:13:00,16,Friday,Lunch,Weekday
2024-03-30,ORD57887,Burger,Main Course,2,12,24,Cash,CUST5847,44,Female,Dine-in,12:55:00,16,Saturday,Lunch,Weekend
2024-05-30,ORD77554,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST8506,52,Female,Dine-in,20:41:00,11,Thursday,Dinner,Weekday
2024-04-25,ORD83545,Coffee,Beverages,2,4,8,Mobile Payment,CUST8496,62,Female,Takeout,10:14:00,7,Thursday,Breakfast,Weekday
2024-03-22,ORD63241,Beer,Alcoholic Drinks,3,6,18,Cash,CUST2027,19,Female,Delivery,17:35:00,16,Friday,Dinner,Weekday
2024-12-05,ORD36145,Wine,Alcoholic Drinks,1,10,10,Cash,CUST2215,19,Male,Takeout,19:14:00,6,Thursday,Dinner,Weekday
2024-10-05,ORD64278,Pasta,Main Course,1,16,16,Credit Card,CUST4290,57,Female,Takeout,21:31:00,8,Saturday,Dinner,Weekend
2024-04-22,ORD48702,Tea,Beverages,3,3,9,Mobile Payment,CUST9575,23,Prefer not to answer,Dine-in,8:05:00,13,Monday,Breakfast,Weekday
2024-01-06,ORD70599,Pizza,Main Course,4,14,56,Cash,CUST7536,24,Male,Delivery,14:09:00,27,Saturday,Lunch,Weekend
2024-07-12,ORD89264,Burger,Main Course,5,12,60,Mobile Payment,CUST1335,36,Female,Takeout,16:08:00,20,Friday,Lunch,Weekday
2024-10-16,ORD10871,Soda,Beverages,1,3,3,Cash,CUST5806,32,Male,Dine-in,17:11:00,11,Wednesday,Dinner,Weekday
2024-03-31,ORD40611,Soda,Beverages,2,3,6,Credit Card,CUST6054,19,Female,Dine-in,17:32:00,12,Sunday,Dinner,Weekend
2024-01-29,ORD29347,Burger,Main Course,2,12,24,Credit Card,CUST6012,31,Female,Delivery,16:26:00,21,Monday,Lunch,Weekday
2024-06-14,ORD38540,Soda,Beverages,2,3,6,Credit Card,CUST9211,19,Male,Dine-in,18:57:00,12,Friday,Dinner,Weekday
2024-10-02,ORD59779,Beer,Alcoholic Drinks,5,6,30,Cash,CUST6446,39,Male,Takeout,17:37:00,6,Wednesday,Dinner,Weekday
2024-02-18,ORD51287,Tea,Beverages,1,3,3,Cash,CUST5194,65,Male,Takeout,10:55:00,6,Sunday,Breakfast,Weekend
2024-01-29,ORD39822,Beer,Alcoholic Drinks,3,6,18,Cash,CUST6426,22,Male,Delivery,18:00:00,16,Monday,Dinner,Weekday
